"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2026-09-22T05:45:04.814+09:00"
"RESULT_INF"
"TOTAL_NUMBER","600"
"FROM_NUMBER","1"
"TO_NUMBER","600"
"TABLE_INF","0003060791"
"STAT_NAME","00350600","法人企業統計調査"
"GOV_ORG","00350","財務省"
"STATISTICS_NAME","法人企業統計調査 時系列データ"
"TITLE","1","時系列データ 金融業、保険業以外の業種(原数値)"
"CYCLE","年度次"
"SURVEY_DATE","202504-202603"
"OPEN_DATE","2026-09-01"
"SMALL_AREA","0"
"COLLECT_AREA","該当なし"
"MAIN_CATEGORY","07","企業・家計・経済"
"SUB_CATEGORY","01","企業活動"
"OVERALL_TOTAL_NUMBER","7479609"
"UPDATED_DATE","2026-09-01"
"STATISTICS_NAME_SPEC","法人企業統計調査","時系列データ","","","",""
"TITLE_SPEC","時系列データ","金融業、保険業以外の業種(原数値)","","","",""
"NOTE","*","計算結果が値を持たない項目"
"VALUE"
"cat01_code","調査項目 (金融業、保険業以外の業種)","cat02_code","業種 (金融業、保険業以外の業種)","cat03_code","規模 (金融業、保険業以外の業種)","time_code","年  期","unit","value","annotation"
"048","営業利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20250","2025年度","百万円","3911829",""
"048","営業利益(当期末)","108","製造業","26","全規模","20160","2016年度","百万円","17231894",""
"048","営業利益(当期末)","108","製造業","26","全規模","20170","2017年度","百万円","20536639",""
"048","営業利益(当期末)","108","製造業","26","全規模","20180","2018年度","百万円","19151653",""
"048","営業利益(当期末)","108","製造業","26","全規模","20190","2019年度","百万円","14004690",""
"048","営業利益(当期末)","108","製造業","26","全規模","20200","2020年度","百万円","11411559",""
"048","営業利益(当期末)","108","製造業","26","全規模","20210","2021年度","百万円","20744000",""
"048","営業利益(当期末)","108","製造業","26","全規模","20220","2022年度","百万円","19574368",""
"048","営業利益(当期末)","108","製造業","26","全規模","20230","2023年度","百万円","22616505",""
"048","営業利益(当期末)","108","製造業","26","全規模","20240","2024年度","百万円","25214037",""
"048","営業利益(当期末)","108","製造業","26","全規模","20250","2025年度","百万円","26209184",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20160","2016年度","百万円","10371715",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20170","2017年度","百万円","13679434",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20180","2018年度","百万円","12421689",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20190","2019年度","百万円","8728344",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20200","2020年度","百万円","7602623",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20210","2021年度","百万円","14629321",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20220","2022年度","百万円","14339038",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20230","2023年度","百万円","15980843",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20240","2024年度","百万円","17719140",""
"048","営業利益(当期末)","108","製造業","25","10億円以上","20250","2025年度","百万円","17747998",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20160","2016年度","百万円","3313725",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20170","2017年度","百万円","3410074",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20180","2018年度","百万円","3187951",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20190","2019年度","百万円","2573058",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20200","2020年度","百万円","2666868",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20210","2021年度","百万円","3984653",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20220","2022年度","百万円","3301554",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20230","2023年度","百万円","3776572",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20240","2024年度","百万円","4097519",""
"048","営業利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20250","2025年度","百万円","4458470",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20160","2016年度","百万円","3214886",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20170","2017年度","百万円","3373104",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20180","2018年度","百万円","3308084",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20190","2019年度","百万円","2588720",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20200","2020年度","百万円","1347370",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20210","2021年度","百万円","2330116",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20220","2022年度","百万円","1918934",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20230","2023年度","百万円","2653996",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20240","2024年度","百万円","3449462",""
"048","営業利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20250","2025年度","百万円","3751513",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20160","2016年度","百万円","331568",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20170","2017年度","百万円","74027",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20180","2018年度","百万円","233929",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20190","2019年度","百万円","114568",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20200","2020年度","百万円","-205302",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20210","2021年度","百万円","-200090",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20220","2022年度","百万円","14842",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20230","2023年度","百万円","205094",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20240","2024年度","百万円","-52084",""
"048","営業利益(当期末)","108","製造業","16","1千万円未満","20250","2025年度","百万円","251203",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20160","2016年度","百万円","41496439",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20170","2017年度","百万円","46907393",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20180","2018年度","百万円","48577863",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20190","2019年度","百万円","41157952",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20200","2020年度","百万円","30220462",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20210","2021年度","百万円","33471583",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20220","2022年度","百万円","43690610",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20230","2023年度","百万円","52968940",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20240","2024年度","百万円","59588882",""
"048","営業利益(当期末)","144","非製造業","26","全規模","20250","2025年度","百万円","67259270",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20160","2016年度","百万円","20757943",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20170","2017年度","百万円","22325382",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20180","2018年度","百万円","25105016",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20190","2019年度","百万円","22121977",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20200","2020年度","百万円","18179290",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20210","2021年度","百万円","20163868",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20220","2022年度","百万円","23342013",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20230","2023年度","百万円","27485306",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20240","2024年度","百万円","30776239",""
"048","営業利益(当期末)","144","非製造業","25","10億円以上","20250","2025年度","百万円","34397657",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20160","2016年度","百万円","7011000",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20170","2017年度","百万円","8085586",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20180","2018年度","百万円","8983139",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20190","2019年度","百万円","7675710",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20200","2020年度","百万円","6192462",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20210","2021年度","百万円","7939718",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20220","2022年度","百万円","9668984",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20230","2023年度","百万円","11766542",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20240","2024年度","百万円","12392368",""
"048","営業利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20250","2025年度","百万円","13381894",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20160","2016年度","百万円","12708615",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20170","2017年度","百万円","14050240",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20180","2018年度","百万円","11907679",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20190","2019年度","百万円","9572631",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20200","2020年度","百万円","6272441",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20210","2021年度","百万円","7683245",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20220","2022年度","百万円","10785856",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20230","2023年度","百万円","10779580",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20240","2024年度","百万円","13813954",""
"048","営業利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20250","2025年度","百万円","15819093",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20160","2016年度","百万円","1018881",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20170","2017年度","百万円","2446185",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20180","2018年度","百万円","2582029",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20190","2019年度","百万円","1787634",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20200","2020年度","百万円","-423731",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20210","2021年度","百万円","-2315248",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20220","2022年度","百万円","-106243",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20230","2023年度","百万円","2937512",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20240","2024年度","百万円","2606321",""
"048","営業利益(当期末)","144","非製造業","16","1千万円未満","20250","2025年度","百万円","3660626",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20160","2016年度","百万円","74987218",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20170","2017年度","百万円","83554295",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20180","2018年度","百万円","83917665",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20190","2019年度","百万円","71438502",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20200","2020年度","百万円","62853778",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20210","2021年度","百万円","83924653",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20220","2022年度","百万円","95279976",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20230","2023年度","百万円","106769423",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20240","2024年度","百万円","114728819",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","26","全規模","20250","2025年度","百万円","124831342",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20160","2016年度","百万円","42432504",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20170","2017年度","百万円","46299809",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20180","2018年度","百万円","48237846",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20190","2019年度","百万円","41699520",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20200","2020年度","百万円","37070537",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20210","2021年度","百万円","49534149",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20220","2022年度","百万円","57361425",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20230","2023年度","百万円","63956002",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20240","2024年度","百万円","68703153",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20250","2025年度","百万円","74606620",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20160","2016年度","百万円","11177256",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20170","2017年度","百万円","13004475",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20180","2018年度","百万円","13661721",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20190","2019年度","百万円","11530586",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20200","2020年度","百万円","10422166",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20210","2021年度","百万円","14019955",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20220","2022年度","百万円","15090377",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20230","2023年度","百万円","17420414",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20240","2024年度","百万円","18418971",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20250","2025年度","百万円","20249999",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20160","2016年度","百万円","18256587",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20170","2017年度","百万円","20688346",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20180","2018年度","百万円","18378852",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20190","2019年度","百万円","15443773",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20200","2020年度","百万円","12604250",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20210","2021年度","百万円","17910271",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20220","2022年度","百万円","18628604",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20230","2023年度","百万円","19984047",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20240","2024年度","百万円","22884515",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20250","2025年度","百万円","24560113",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20160","2016年度","百万円","3120871",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20170","2017年度","百万円","3561665",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20180","2018年度","百万円","3639246",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20190","2019年度","百万円","2764623",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20200","2020年度","百万円","2756825",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20210","2021年度","百万円","2460278",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20220","2022年度","百万円","4199570",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20230","2023年度","百万円","5408960",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20240","2024年度","百万円","4722180",""
"051","経常利益(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20250","2025年度","百万円","5414610",""
"051","経常利益(当期末)","108","製造業","26","全規模","20160","2016年度","百万円","24053738",""
"051","経常利益(当期末)","108","製造業","26","全規模","20170","2017年度","百万円","28317573",""
"051","経常利益(当期末)","108","製造業","26","全規模","20180","2018年度","百万円","27346780",""
"051","経常利益(当期末)","108","製造業","26","全規模","20190","2019年度","百万円","22690491",""
"051","経常利益(当期末)","108","製造業","26","全規模","20200","2020年度","百万円","21830403",""
"051","経常利益(当期末)","108","製造業","26","全規模","20210","2021年度","百万円","33193982",""
"051","経常利益(当期末)","108","製造業","26","全規模","20220","2022年度","百万円","34650634",""
"051","経常利益(当期末)","108","製造業","26","全規模","20230","2023年度","百万円","38505478",""
"051","経常利益(当期末)","108","製造業","26","全規模","20240","2024年度","百万円","40358776",""
"051","経常利益(当期末)","108","製造業","26","全規模","20250","2025年度","百万円","43326021",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20160","2016年度","百万円","16347856",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20170","2017年度","百万円","20420354",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20180","2018年度","百万円","19439257",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20190","2019年度","百万円","16267682",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20200","2020年度","百万円","15984420",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20210","2021年度","百万円","24442826",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20220","2022年度","百万円","26887986",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20230","2023年度","百万円","29484383",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20240","2024年度","百万円","31010315",""
"051","経常利益(当期末)","108","製造業","25","10億円以上","20250","2025年度","百万円","32950105",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20160","2016年度","百万円","3630206",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20170","2017年度","百万円","3706594",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20180","2018年度","百万円","3570907",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20190","2019年度","百万円","2915488",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20200","2020年度","百万円","3188450",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20210","2021年度","百万円","4716997",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20220","2022年度","百万円","4058323",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20230","2023年度","百万円","4630566",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20240","2024年度","百万円","4727615",""
"051","経常利益(当期末)","108","製造業","24","1億円以上 - 10億円未満","20250","2025年度","百万円","5224603",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20160","2016年度","百万円","3636950",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20170","2017年度","百万円","3971920",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20180","2018年度","百万円","3975001",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20190","2019年度","百万円","3271128",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20200","2020年度","百万円","2496069",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20210","2021年度","百万円","3819623",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20220","2022年度","百万円","3342139",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20230","2023年度","百万円","3959616",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20240","2024年度","百万円","4441824",""
"051","経常利益(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20250","2025年度","百万円","4725181",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20160","2016年度","百万円","438726",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20170","2017年度","百万円","218705",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20180","2018年度","百万円","361615",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20190","2019年度","百万円","236193",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20200","2020年度","百万円","161464",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20210","2021年度","百万円","214536",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20220","2022年度","百万円","362186",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20230","2023年度","百万円","430913",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20240","2024年度","百万円","179022",""
"051","経常利益(当期末)","108","製造業","16","1千万円未満","20250","2025年度","百万円","426132",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20160","2016年度","百万円","50933480",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20170","2017年度","百万円","55236722",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20180","2018年度","百万円","56570885",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20190","2019年度","百万円","48748011",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20200","2020年度","百万円","41023375",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20210","2021年度","百万円","50730671",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20220","2022年度","百万円","60629342",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20230","2023年度","百万円","68263945",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20240","2024年度","百万円","74370043",""
"051","経常利益(当期末)","144","非製造業","26","全規模","20250","2025年度","百万円","81505321",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20160","2016年度","百万円","26084648",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20170","2017年度","百万円","25879455",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20180","2018年度","百万円","28798589",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20190","2019年度","百万円","25431838",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20200","2020年度","百万円","21086117",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20210","2021年度","百万円","25091323",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20220","2022年度","百万円","30473439",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20230","2023年度","百万円","34471619",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20240","2024年度","百万円","37692838",""
"051","経常利益(当期末)","144","非製造業","25","10億円以上","20250","2025年度","百万円","41656515",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20160","2016年度","百万円","7547050",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20170","2017年度","百万円","9297881",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20180","2018年度","百万円","10090814",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20190","2019年度","百万円","8615098",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20200","2020年度","百万円","7233716",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20210","2021年度","百万円","9302958",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20220","2022年度","百万円","11032054",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20230","2023年度","百万円","12789848",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20240","2024年度","百万円","13691356",""
"051","経常利益(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20250","2025年度","百万円","15025396",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20160","2016年度","百万円","14619637",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20170","2017年度","百万円","16716426",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20180","2018年度","百万円","14403851",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20190","2019年度","百万円","12172645",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20200","2020年度","百万円","10108181",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20210","2021年度","百万円","14090648",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20220","2022年度","百万円","15286465",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20230","2023年度","百万円","16024431",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20240","2024年度","百万円","18442691",""
"051","経常利益(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20250","2025年度","百万円","19834932",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20160","2016年度","百万円","2682145",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20170","2017年度","百万円","3342960",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20180","2018年度","百万円","3277631",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20190","2019年度","百万円","2528430",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20200","2020年度","百万円","2595361",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20210","2021年度","百万円","2245742",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20220","2022年度","百万円","3837384",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20230","2023年度","百万円","4978047",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20240","2024年度","百万円","4543158",""
"051","経常利益(当期末)","144","非製造業","16","1千万円未満","20250","2025年度","百万円","4988478",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20160","2016年度","％","5.2",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20170","2017年度","％","5.4",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20180","2018年度","％","5.5",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20190","2019年度","％","4.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20200","2020年度","％","4.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20210","2021年度","％","5.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20220","2022年度","％","6.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20230","2023年度","％","6.5",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20240","2024年度","％","6.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","26","全規模","20250","2025年度","％","7.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20160","2016年度","％","7.9",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20170","2017年度","％","8.1",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20180","2018年度","％","8.2",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20190","2019年度","％","7.4",""
